발생년,발생년월일시,주야,요일,사망자수,사상자수,중상자수,경상자수,부상신고자수,발생지시도,발생지시군구,사고유형_대분류,사고유형_중분류,사고유형,법규위반,도로형태_대분류,도로형태,당사자종별_1당_대분류,당사자종별_2당_대분류,발생위치X_UTMK,발생위치Y_UTMK,경도,위도,,
2014,2014030710,주간,금,1,1,0,0,0,충남,당진시,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,919238,1881679,126.5931587,36.93002616,,
2014,2014041020,야간,목,1,1,0,0,0,충남,홍성군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,928094,1836806,126.6968132,36.52626074,,
2014,2014072720,야간,일,1,1,0,0,0,충남,부여군,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,935244,1809325,126.7789648,36.27904109,,
2014,2014051722,야간,토,1,2,1,0,0,충남,보령시,차대차,추돌,진행중 추돌,안전운전 의무 불이행,교차로,교차로부근,승용차,농기계,924941,1821852,126.6630476,36.39121877,,
2014,2014020419,야간,화,1,1,0,0,0,충남,천안시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,975108,1878302,127.2205952,36.90271733,,
2014,2014040606,주간,일,1,1,0,0,0,충남,논산시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,963557,1801691,127.0945658,36.21170318,,
2014,2014090416,주간,목,1,1,0,0,0,충남,금산군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,998926,1790036,127.4880674,36.10731132,,
2014,2014052109,주간,수,1,1,0,0,0,세종,세종,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,982124,1842626,127.3001792,36.581262,,
2014,2014052812,주간,수,1,1,0,0,0,충남,공주시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,화물차,없음,979331,1818516,127.2696068,36.36385375,,
2014,2014101516,주간,수,1,1,0,0,0,충남,청양군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,935913,1826393,126.7850075,36.43294875,,
2014,2014101709,주간,금,1,1,0,0,0,충남,청양군,차대차,추돌,진행중 추돌,기타,교차로,교차로내,화물차,이륜차,936228,1827120,126.7884618,36.43952335,,
2014,2014021513,주간,토,1,1,0,0,0,대전,중구,차대사람,횡단중,횡단중,보행자 보호의무 위반,단일로,기타단일로,승합차,보행자,992512,1813043,127.4165852,36.31470532,,
2014,2014021603,야간,일,1,1,0,0,0,대전,중구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,991989,1813838,127.4107509,36.3218684,,
2014,2014092310,주간,화,1,1,0,0,0,충남,금산군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,건설기계,화물차,997935,1789582,127.4770581,36.10321655,,
2014,2014041118,야간,금,1,1,0,0,0,충남,논산시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,961008,1795958,127.0664878,36.15992112,,
2014,2014022812,주간,금,1,1,0,0,0,충남,천안시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,화물차,보행자,967640,1867055,127.13725,36.80110485,,
2014,2014060318,야간,화,1,1,0,0,0,충남,공주시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,교차로,교차로부근,원동기장치자전거,없음,971953,1838932,127.1866271,36.54771957,,
2014,2014090118,야간,월,1,1,0,0,0,충남,서천군,차대차,기타,기타,중앙선 침범,교차로,교차로부근,원동기장치자전거,승용차,935338,1786551,126.7818874,36.07374056,,
2014,2014052907,주간,목,1,1,0,0,0,충남,보령시,차대사람,길가장자리구역통행중,길가장자리구역통행중,중앙선 침범,단일로,기타단일로,승용차,보행자,922840,1828203,126.6389908,36.44830208,,
2014,2014072115,주간,월,1,1,0,0,0,충남,천안시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,981351,1859512,127.2911312,36.73347715,,
2014,2014110418,야간,화,1,1,0,0,0,충남,청양군,차대사람,기타,기타,과속,단일로,기타단일로,화물차,보행자,941192,1835841,126.8431812,36.51845716,,
2014,2014031916,주간,수,1,1,0,0,0,충남,당진시,차대차,정면충돌,정면충돌,기타,단일로,기타단일로,화물차,승합차,933042,1866914,126.7494451,36.79801692,,
2014,2014110821,야간,토,1,2,1,0,0,충남,청양군,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,936203,1827668,126.7881377,36.44446167,,
2014,2014100202,야간,목,1,1,0,0,0,충남,금산군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,999900,1792793,127.4988886,36.13216837,,
2014,2014030217,주간,일,1,1,0,0,0,충남,태안군,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,896601,1836493,126.3451346,36.52055229,,
2014,2014032019,야간,목,1,1,0,0,0,충남,당진시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,기타/불명,기타/불명,화물차,농기계,933591,1877350,126.7546827,36.89212285,,
2014,2014091221,야간,금,1,1,0,0,0,충남,서천군,차대차,기타,기타,기타,교차로,교차로내,승합차,원동기장치자전거,926600,1787731,126.6847448,36.0837575,,
2014,2014061210,주간,목,1,2,0,1,0,충남,공주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,이륜차,966076,1845733,127.120664,36.60883908,,
2014,2014090418,야간,목,1,1,0,0,0,충남,부여군,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,화물차,926535,1810865,126.6818566,36.29229961,,
2014,2014032222,야간,토,1,1,0,0,0,대전,동구,차대사람,횡단중,횡단중,신호위반,교차로,교차로내,승용차,보행자,994892,1814691,127.4430871,36.32957835,,
2014,2014072718,야간,일,1,6,5,0,0,대전,대덕구,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,992967,1823707,127.4215551,36.41085065,,
2014,2014042521,야간,금,1,1,0,0,0,대전,서구,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,승용차,985915,1811757,127.3431193,36.30303759,,
2014,2014042404,야간,목,1,1,0,0,0,충남,논산시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승용차,원동기장치자전거,964032,1799223,127.0999634,36.18947091,,
2014,2014060521,야간,목,1,1,0,0,0,충남,보령시,차량단독,도로이탈,도로이탈 기타,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,919449,1815693,126.6024529,36.33525499,,
2014,2014091108,주간,목,1,1,0,0,0,충남,부여군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,이륜차,승합차,956734,1804878,127.018485,36.24015368,,
2014,2014080105,야간,금,1,1,0,0,0,충남,예산군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,941186,1845687,126.8423623,36.60721355,,
2014,2014060808,주간,일,1,1,0,0,0,충남,보령시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,농기계,없음,920800,1828795,126.6161688,36.45347212,,
2014,2014112016,주간,목,1,1,0,0,0,충남,청양군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,951109,1823636,126.9547089,36.40898958,,
2014,2014032511,주간,화,1,1,0,0,0,충남,당진시,차대사람,기타,기타,안전운전 의무 불이행,기타/불명,기타/불명,승용차,보행자,936318,1883039,126.7848126,36.94359431,,
2014,2014092517,주간,목,1,1,0,0,0,충남,서천군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,918033,1794714,126.5888743,36.14602163,,
2014,2014030715,주간,금,1,1,0,0,0,충남,천안시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,970188,1868111,127.1657708,36.81070792,,
2014,2014080919,야간,토,1,1,0,0,0,충남,예산군,차대사람,횡단중,횡단중,보행자 보호의무 위반,교차로,교차로부근,승합차,보행자,934848,1837704,126.7721735,36.53483984,,
2014,2014021207,주간,수,1,1,0,0,0,충남,천안시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,967677,1870052,127.1375374,36.82812266,,
2014,2014062103,야간,토,1,2,0,1,0,세종,세종,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,건설기계,990992,1836971,127.3993747,36.53041022,,
2014,2014080301,야간,일,1,1,0,0,0,충남,천안시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,976704,1860686,127.239055,36.74395775,,
2014,2014051215,주간,월,1,1,0,0,0,충남,홍성군,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,921462,1836501,126.6227727,36.52298962,,
2014,2014050314,주간,토,1,1,0,0,0,대전,서구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,이륜차,승용차,989867,1815835,127.3870841,36.33985222,,
2014,2014050411,주간,일,1,1,0,0,0,충남,논산시,차대차,측면충돌,측면충돌,과속,단일로,기타단일로,승용차,이륜차,962284,1802058,127.0803895,36.21496392,,
2014,2014030805,야간,토,2,2,0,0,0,충남,태안군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,승용차,없음,895615,1842701,126.3332832,36.57639937,,
2014,2014122311,주간,화,1,2,1,0,0,충남,청양군,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,승용차,940590,1835149,126.8365112,36.51218188,,
2014,2014051411,주간,수,1,2,0,1,0,충남,홍성군,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,농기계,925525,1842142,126.6676046,36.57416362,,
2014,2014063008,주간,월,1,1,0,0,0,충남,공주시,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,958435,1828999,127.036127,36.45768213,,
2014,2014030715,주간,금,2,2,0,0,0,충남,아산시,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,951091,1862869,126.9520138,36.76266032,,
2014,2014080804,야간,금,1,15,0,8,6,충남,공주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,965314,1837993,127.1124901,36.53903205,,
2014,2014111608,주간,일,1,1,0,0,0,충남,금산군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,교차로,교차로부근,원동기장치자전거,없음,999861,1794337,127.4984549,36.14608866,,
2014,2014030820,야간,토,1,2,0,1,0,충남,아산시,차대차,정면충돌,정면충돌,중앙선 침범,기타/불명,기타/불명,승용차,화물차,950035,1866970,126.9399137,36.79957302,,
2014,2014070122,야간,화,1,1,0,0,0,세종,세종,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,자전거,972241,1851455,127.1893927,36.66062156,,
2014,2014031203,야간,수,1,1,0,0,0,충남,천안시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로내,승용차,없음,984857,1859874,127.330391,36.73680204,,
2014,2014051912,주간,월,1,1,0,0,0,충남,홍성군,차량단독,주/정차차량 충돌,주/정차차량 충돌,안전운전 의무 불이행,단일로,기타단일로,이륜차,화물차,921147,1834142,126.6194956,36.50169942,,
2014,2014051212,주간,월,1,1,0,0,0,충남,계룡시,차대차,측면충돌,측면충돌,중앙선 침범,단일로,기타단일로,이륜차,승용차,976569,1811043,127.23904,36.29641868,,
2014,2014120511,주간,금,1,2,1,0,0,충남,금산군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,1001907,1799643,127.5212109,36.19392403,,
2014,2014031311,주간,목,1,1,0,0,0,충남,천안시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,화물차,969079,1866942,127.1533853,36.80013431,,
2014,2014121017,주간,수,2,2,0,0,0,충남,금산군,차대차,추돌,진행중 추돌,안전운전 의무 불이행,교차로,교차로내,화물차,자전거,996246,1792398,127.4582801,36.12859989,,
2014,2014051312,주간,화,1,2,1,0,0,대전,서구,차대차,기타,기타,안전운전 의무 불이행,단일로,교량위,화물차,승용차,989729,1816137,127.3855423,36.34257341,,
2014,2014040323,야간,목,1,4,2,1,0,충남,당진시,차량단독,전도전복,전도전복,안전운전 의무 불이행,기타/불명,기타/불명,승용차,없음,936406,1876454,126.7863496,36.88423946,,
2014,2014090512,주간,금,1,1,0,0,0,충남,예산군,차대사람,기타,기타,안전운전 의무 불이행,기타/불명,기타/불명,화물차,보행자,931233,1854685,126.7302729,36.6876568,,
2014,2014102717,주간,월,1,1,0,0,0,충남,서천군,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,927773,1779820,126.6984989,36.01252427,,
2014,2014041811,주간,금,1,1,0,0,0,대전,대덕구,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,993183,1826959,127.4239379,36.44016814,,
2014,2014103018,야간,목,1,2,0,0,1,충남,서천군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,화물차,자전거,926530,1781010,126.6845938,36.02315915,,
2014,2014042219,야간,화,1,1,0,0,0,대전,대덕구,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,993615,1828399,127.4287462,36.45315309,,
2014,2014040803,야간,화,1,1,0,0,0,충남,당진시,차대차,추돌,진행중 추돌,과속,단일로,기타단일로,승용차,이륜차,928225,1878089,126.6944039,36.89839375,,
2014,2014091220,야간,금,1,4,3,0,0,충남,예산군,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,승용차,승합차,942935,1859651,126.8608777,36.73319652,,
2014,2014103016,주간,목,1,1,0,0,0,충남,부여군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,이륜차,없음,955346,1802354,127.0031821,36.21733599,,
2014,2014032019,야간,목,1,1,0,0,0,충남,서산시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,906605,1864633,126.4534251,36.77522052,,
2014,2014051921,야간,월,1,1,0,0,0,충남,논산시,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,964893,1800228,127.1094942,36.19856304,,
2014,2014071903,야간,토,1,1,0,0,0,세종,세종,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,973638,1852838,127.2049765,36.67312879,,
2014,2014082318,야간,토,1,7,0,6,0,충남,천안시,차대차,기타,기타,안전거리 미확보,단일로,기타단일로,화물차,승용차,977923,1859874,127.2527241,36.73666602,,
2014,2014110216,주간,일,1,2,1,0,0,충남,부여군,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,화물차,화물차,929811,1810023,126.7184124,36.28495332,,
2014,2014091711,주간,수,1,1,0,0,0,충남,예산군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,934324,1851279,126.7651607,36.65717311,,
2014,2014042911,주간,화,1,1,0,0,0,대전,대덕구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,993157,1826889,127.4236484,36.43953689,,
2014,2014041219,야간,토,1,1,0,0,0,충남,당진시,차대사람,횡단중,횡단중,안전운전 의무 불이행,기타/불명,기타/불명,승합차,보행자,936358,1866424,126.7866556,36.79383061,,
2014,2014072413,주간,목,1,1,0,0,0,세종,세종,차대사람,기타,기타,신호위반,교차로,교차로부근,승용차,보행자,979213,1834509,127.2678626,36.50803149,,
2014,2014041509,주간,화,1,2,1,0,0,충남,당진시,차대차,기타,기타,중앙선 침범,교차로,교차로부근,승용차,승용차,940559,1876724,126.8329345,36.8869485,,
2014,2014070721,야간,월,1,1,0,0,0,충남,보령시,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,918549,1816531,126.5923381,36.34273325,,
2014,2014121223,야간,금,1,1,0,0,0,충남,서천군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,기타/불명,기타/불명,승용차,없음,930616,1778881,126.7301241,36.00426933,,
2014,2014060706,주간,토,2,2,0,0,0,충남,홍성군,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,농기계,915504,1845246,126.5552735,36.60130793,,
2014,2014022417,주간,월,1,1,0,0,0,충남,천안시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,965790,1868783,127.1164346,36.81661688,,
2014,2014071108,주간,금,1,2,0,1,0,충남,보령시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,횡단보도부근,화물차,없음,911635,1813653,126.5156271,36.31618065,,
2014,2014081615,주간,토,2,2,0,0,0,충남,공주시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,966346,1849744,127.1235073,36.64500702,,
2014,2014122916,주간,월,1,1,0,0,0,충남,서천군,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,원동기장치자전거,화물차,926409,1787728,126.6826239,36.083716,,
2014,2014080611,주간,수,1,1,0,0,0,세종,세종,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,972076,1851041,127.1875615,36.6568846,,
2014,2014053118,야간,토,1,7,2,4,0,충남,논산시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,자전거,승용차,969506,1801855,127.1607418,36.21338763,,
2014,2014082312,주간,토,1,1,0,0,0,충남,공주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,968134,1830186,127.1443186,36.4687546,,
2014,2014060215,주간,월,1,2,0,1,0,충남,논산시,차대차,추돌,진행중 추돌,안전거리 미확보,교차로,교차로부근,화물차,승용차,974680,1801514,127.218315,36.21046267,,
2014,2014032823,야간,금,1,1,0,0,0,충남,서산시,차대사람,횡단중,횡단중,과속,단일로,기타단일로,승용차,보행자,904790,1882936,126.4307994,36.94000624,,
2014,2014060813,주간,일,1,1,0,0,0,대전,서구,차대차,기타,기타,안전운전 의무 불이행,단일로,횡단보도상,승용차,승용차,986348,1813612,127.3479096,36.31976747,,
2014,2014032904,야간,토,1,1,0,0,0,충남,천안시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,966902,1865926,127.1290264,36.7909019,,
2014,2014083115,주간,일,1,1,0,0,0,충남,공주시,차대사람,보도통행중,보도통행중,과속,단일로,횡단보도상,승용차,보행자,960492,1848628,127.0580767,36.63472164,,
2014,2014060918,야간,월,1,11,2,8,0,대전,서구,차대차,측면충돌,측면충돌,기타,단일로,횡단보도상,이륜차,승합차,986353,1814596,127.3479481,36.32863871,,
2014,2014051416,주간,수,2,2,0,0,0,대전,대덕구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,교차로,교차로부근,화물차,없음,995653,1817844,127.4515485,36.35800771,,
2014,2014101812,주간,토,1,3,1,1,0,충남,예산군,차대차,추돌,진행중 추돌,안전운전 의무 불이행,단일로,기타단일로,화물차,농기계,933000,1854436,126.7500739,36.6855376,,
2014,2014062412,주간,화,1,2,1,0,0,충남,홍성군,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,특수차,920573,1832605,126.6132447,36.48779725,,
2014,2014072305,야간,수,1,5,4,0,0,충남,보령시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,승합차,승용차,912295,1812852,126.5230686,36.30902062,,
2014,2014102022,야간,월,1,1,0,0,0,충남,예산군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,926719,1860268,126.679216,36.7376443,,
2014,2014050117,주간,목,1,1,0,0,0,충남,당진시,차대차,정면충돌,정면충돌,안전운전 의무 불이행,교차로,교차로내,화물차,자전거,934045,1873750,126.7600906,36.85971019,,
2014,2014062815,주간,토,1,1,0,0,0,충남,홍성군,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,자전거,없음,923742,1845356,126.6473597,36.60299398,,
2014,2014093001,야간,화,1,2,0,1,0,충남,공주시,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승합차,화물차,966067,1847867,127.1204646,36.62807816,,
2014,2014040617,주간,일,1,1,0,0,0,충남,서산시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로내,승합차,자전거,922256,1865752,126.6286742,36.78672046,,
2014,2014031714,주간,월,1,2,0,1,0,충남,천안시,차대차,기타,기타,신호위반,교차로,교차로내,승합차,승용차,966655,1859689,127.1265307,36.73466918,,
2014,2014033023,야간,일,4,4,0,0,0,충남,아산시,차량단독,공작물충돌,공작물충돌,과속,단일로,기타단일로,승용차,없음,951823,1875047,126.9594435,36.87247403,,
2014,2014040720,야간,월,1,1,0,0,0,충남,태안군,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,교차로,교차로부근,화물차,건설기계,894825,1862348,126.3217598,36.75338718,,
2014,2014080220,야간,토,1,1,0,0,0,충남,보령시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,918436,1827915,126.5898834,36.44534145,,
2014,2014040512,주간,토,1,1,0,0,0,충남,천안시,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,지하차도(도로)내,승용차,없음,970233,1870041,127.1661998,36.82810742,,
2014,2014101006,주간,금,1,1,0,0,0,대전,유성구,차량단독,기타,기타,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,991167,1823391,127.401488,36.40798514,,
2014,2014050805,야간,목,1,1,0,0,0,충남,당진시,차대차,측면충돌,측면충돌,신호위반,교차로,교차로내,화물차,이륜차,924044,1876800,126.647607,36.88644868,,
2014,2014101222,야간,일,1,1,0,0,0,충남,천안시,차대사람,차도통행중,차도통행중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,972302,1876412,127.189166,36.88559995,,
2014,2014052923,야간,목,1,1,0,0,0,대전,대덕구,차대차,추돌,주정차중 추돌,안전운전 의무 불이행,단일로,기타단일로,승용차,화물차,992250,1819875,127.4135985,36.37629654,,
2014,2014091211,주간,금,1,2,1,0,0,세종,세종,차대차,측면충돌,측면충돌,기타,교차로,교차로내,승용차,원동기장치자전거,981435,1845215,127.2924184,36.60459226,,
2014,2014062114,주간,토,1,2,0,1,0,대전,서구,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,승용차,승용차,984488,1811491,127.3272305,36.30061757,,
2014,2014040207,주간,수,1,1,0,0,0,충남,아산시,차대사람,기타,기타,안전운전 의무 불이행,교차로,교차로내,승용차,보행자,955556,1864905,127.00192,36.7812336,,
2014,2014101606,주간,목,2,8,3,1,2,충남,예산군,차대차,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,화물차,936879,1852160,126.7936681,36.66528397,,
2014,2014050814,주간,목,1,3,1,1,0,대전,동구,차대차,측면충돌,측면충돌,중앙선 침범,단일로,고가도로위,이륜차,화물차,993468,1816253,127.4272045,36.34365634,,
2014,2014111506,주간,토,1,1,0,0,0,충남,예산군,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,942078,1859552,126.8512819,36.73225035,,
2014,2014013019,야간,목,1,1,0,0,0,대전,유성구,차대사람,횡단중,횡단중,안전운전 의무 불이행,단일로,기타단일로,승용차,보행자,984956,1817877,127.3323197,36.35819738,,
2014,2014071509,주간,화,1,1,0,0,0,충남,홍성군,차량단독,도로이탈,도로이탈 추락,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,없음,930825,1841452,126.7268988,36.56834267,,
2014,2014062423,야간,화,1,2,1,0,0,대전,서구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,교차로,교차로부근,원동기장치자전거,승용차,985485,1814992,127.3382697,36.33219612,,
2014,2014060917,주간,월,1,1,0,0,0,대전,대덕구,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,자전거,992340,1816582,127.4146343,36.34660959,,
2014,2014112720,야간,목,1,1,0,0,0,충남,예산군,차대차,정면충돌,정면충돌,신호위반,교차로,교차로내,원동기장치자전거,승용차,940815,1855738,126.8374383,36.69779386,,
2014,2014102522,야간,토,1,1,0,0,0,대전,유성구,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,981212,1807539,127.2908428,36.2649329,,
2014,2014040409,주간,금,1,3,2,0,0,충남,아산시,차대차,측면충돌,측면충돌,기타,교차로,교차로내,승용차,화물차,952993,1861990,126.9733775,36.75483289,,
2014,2014071117,주간,금,1,1,0,0,0,충남,계룡시,차대사람,횡단중,횡단중,안전운전 의무 불이행,교차로,교차로부근,승용차,보행자,979215,1807913,127.2685965,36.26826103,,
2014,2014112517,주간,화,1,2,1,0,0,충남,예산군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,948038,1852679,126.9185016,36.67064119,,
2014,2014071411,주간,월,1,1,0,0,0,충남,논산시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,961799,1793552,127.0754087,36.13826235,,
2014,2014101319,야간,월,1,1,0,0,0,충남,공주시,차대사람,횡단중,횡단중,안전운전 의무 불이행,기타/불명,기타/불명,화물차,보행자,958164,1828228,127.0331443,36.4507198,,
2014,2014103115,주간,금,1,2,0,1,0,충남,부여군,차량단독,공작물충돌,공작물충돌,안전운전 의무 불이행,단일로,기타단일로,화물차,없음,960852,1808470,127.0641338,36.27271229,,
2014,2014101622,야간,목,1,1,0,0,0,충남,공주시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,968203,1823974,127.1453436,36.41275506,,
2014,2014110307,주간,월,1,1,0,0,0,충남,논산시,차대사람,기타,기타,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,966801,1791569,127.1310808,36.12056594,,
2014,2014041421,야간,월,1,1,0,0,0,충남,천안시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,승합차,보행자,979584,1875360,127.2709158,36.87630412,,
2014,2014121413,주간,일,1,5,1,3,0,충남,예산군,차량단독,전도전복,전도전복,안전운전 의무 불이행,단일로,기타단일로,승용차,없음,942524,1854423,126.8566678,36.68604495,,
2014,2014100921,야간,목,1,4,0,3,0,세종,세종,차대차,정면충돌,정면충돌,중앙선 침범,단일로,기타단일로,원동기장치자전거,승용차,988231,1835628,127.3685486,36.51827379,,
2014,2014101007,주간,금,1,1,0,0,0,세종,세종,차량단독,전도전복,전도전복,안전운전 의무 불이행,교차로,교차로내,농기계,없음,974331,1845717,127.2129702,36.60895292,,
2014,2014102416,주간,금,1,1,0,0,0,충남,공주시,차대차,측면충돌,측면충돌,과속,교차로,교차로내,화물차,원동기장치자전거,949582,1841264,126.9365289,36.56782298,,
2014,2014072515,주간,금,1,1,0,0,0,충남,논산시,차대차,측면충돌,측면충돌,안전운전 의무 불이행,단일로,기타단일로,원동기장치자전거,승용차,963748,1799607,127.096787,36.19292224,,
2014,2014072617,주간,토,1,3,1,1,0,충남,논산시,차대사람,길가장자리구역통행중,길가장자리구역통행중,안전운전 의무 불이행,단일로,기타단일로,화물차,보행자,970600,1803118,127.1728655,36.22480805,,
2014,2014052812,주간,수,1,1,0,0,0,충남,당진시,차대차,측면충돌,측면충돌,교차로 통행방법 위반,교차로,교차로부근,이륜차,승용차,938831,1864317,126.8145421,36.77500088,,
